,month,gender,years,edu_lvl,etnicity,main_source,total
28585,MAR,f,33.0,tecnica,mestizo,1717.0,1717.0
28586,MAR,f,31.0,tecnica,mestizo,2000.0,2000.0
28587,MAR,m,34.0,tecnica_trunca,mestizo,2000.0,2000.0
28588,MAR,f,25.0,uni_completa,mestizo,1500.0,1500.0
28589,MAR,f,31.0,uni_completa,mestizo,1500.0,1500.0
28590,MAR,m,55.0,secundaria,mestizo,1025.0,1025.0
28591,MAR,f,29.0,tecnica,mestizo,866.0,926.0
28592,MAR,m,64.0,otro,quechua,520.0,520.0
28593,MAR,f,55.0,secundaria,mestizo,650.0,650.0
28594,MAR,f,24.0,uni_trunca,mestizo,1025.0,1025.0
28595,MAR,m,48.0,secundaria,mestizo,1212.0,1612.0
28596,MAR,f,50.0,secundaria,mestizo,1625.0,1625.0
28597,MAR,m,55.0,otro,mestizo,1010.0,1010.0
28598,MAR,m,31.0,tecnica_trunca,mestizo,1050.0,1050.0
28599,MAR,f,30.0,otro,blanco,1299.0,1299.0
28600,MAR,m,20.0,uni_trunca,mestizo,1025.0,1025.0
28601,MAR,m,25.0,tecnica,mestizo,1025.0,1025.0
28602,MAR,m,63.0,secundaria,quechua,866.0,866.0
28603,MAR,m,38.0,tecnica_trunca,mestizo,1386.0,1386.0
28604,MAR,f,35.0,otro,mestizo,387.0,427.0
28605,MAR,m,17.0,otro,mestizo,264.0,264.0
28606,MAR,f,33.0,uni_completa,mestizo,1800.0,1800.0
28607,MAR,f,56.0,tecnica,mestizo,320.0,320.0
28608,MAR,m,24.0,secundaria,mestizo,1100.0,1100.0
28609,MAR,f,23.0,secundaria,mestizo,950.0,1030.0
28610,MAR,f,30.0,secundaria,mestizo,1025.0,1025.0
28611,MAR,m,27.0,tecnica_trunca,otro,1083.0,1083.0
28612,MAR,m,54.0,secundaria,mestizo,940.0,940.0
28613,MAR,m,24.0,otro,mestizo,2382.0,2382.0
28614,MAR,m,20.0,secundaria,mestizo,1050.0,1050.0
28615,MAR,m,60.0,secundaria,quechua,3637.0,3637.0
28616,MAR,m,42.0,tecnica,quechua,1300.0,1300.0
28617,MAR,f,45.0,otro,mestizo,1700.0,2700.0
28618,MAR,f,17.0,secundaria,quechua,1667.0,1667.0
28619,MAR,f,26.0,uni_completa,mestizo,1600.0,1600.0
28620,MAR,m,27.0,uni_completa,mestizo,1500.0,1500.0
28621,MAR,f,59.0,tecnica,mestizo,1000.0,1000.0
28622,MAR,m,31.0,secundaria,mestizo,2000.0,2000.0
28623,MAR,m,59.0,otro,otro,1200.0,1200.0
28624,MAR,f,27.0,tecnica,mestizo,1600.0,1600.0
28625,MAR,m,36.0,tecnica_trunca,mestizo,2500.0,2500.0
28626,MAR,f,43.0,tecnica,mestizo,1700.0,1700.0
28627,MAR,m,40.0,tecnica,quechua,1500.0,1500.0
28628,MAR,f,45.0,secundaria,mestizo,1550.0,1550.0
28629,MAR,f,49.0,uni_completa,quechua,3000.0,3030.0
28630,MAR,m,54.0,tecnica_trunca,mestizo,1397.0,1397.0
28631,MAR,f,48.0,secundaria,quechua,2000.0,2000.0
28632,MAR,f,24.0,uni_completa,mestizo,2500.0,2800.0
28633,MAR,f,18.0,tecnica_trunca,mestizo,650.0,650.0
28634,MAR,m,37.0,tecnica_trunca,mestizo,1300.0,2300.0
28635,MAR,f,35.0,tecnica_trunca,mestizo,132.0,132.0
28636,MAR,m,44.0,otro,mestizo,1083.0,1083.0
28637,MAR,m,67.0,uni_completa,mestizo,2000.0,2000.0
28638,MAR,f,27.0,uni_completa,mestizo,1700.0,1700.0
28639,MAR,f,38.0,uni_completa,mestizo,2500.0,2500.0
28640,MAR,m,42.0,secundaria,mestizo,1299.0,1299.0
28641,MAR,f,47.0,uni_completa,mestizo,2000.0,2000.0
28642,MAR,f,40.0,tecnica,mestizo,1290.0,1290.0
28643,MAR,m,49.0,tecnica,mestizo,1800.0,1800.0
28644,MAR,m,27.0,uni_trunca,afroperuano,2338.0,2338.0
28645,MAR,m,47.0,uni_completa,mestizo,4250.0,4250.0
28646,MAR,f,35.0,secundaria,mestizo,3450.0,3450.0
28647,MAR,m,74.0,otro,mestizo,300.0,300.0
28648,MAR,f,48.0,uni_completa,mestizo,3000.0,3000.0
28649,MAR,m,48.0,secundaria,mestizo,3450.0,3450.0
28650,MAR,f,45.0,tecnica,mestizo,3600.0,3600.0
28651,MAR,f,41.0,tecnica,mestizo,3500.0,3500.0
28652,MAR,m,45.0,uni_completa,mestizo,2300.0,2300.0
28653,MAR,m,67.0,secundaria,mestizo,1298.0,1298.0
28654,MAR,m,25.0,secundaria,mestizo,1250.0,1250.0
28655,MAR,m,17.0,secundaria,mestizo,1473.0,1473.0
28656,MAR,m,39.0,secundaria,mestizo,1083.0,1083.0
28657,MAR,f,43.0,secundaria,mestizo,1299.0,1299.0
28658,MAR,f,30.0,uni_completa,mestizo,800.0,800.0
28659,MAR,m,31.0,otro,mestizo,1200.0,1200.0
28660,MAR,m,49.0,otro,mestizo,1400.0,1700.0
28661,MAR,f,44.0,secundaria,mestizo,500.0,500.0
28662,MAR,m,50.0,tecnica_trunca,mestizo,2000.0,2000.0
28663,MAR,m,50.0,uni_completa,mestizo,550.0,550.0
28664,MAR,f,36.0,tecnica_trunca,mestizo,1250.0,1450.0
28665,MAR,m,35.0,tecnica,mestizo,1800.0,1800.0
28666,MAR,m,74.0,secundaria,quechua,600.0,1200.0
28667,MAR,m,69.0,tecnica,mestizo,1083.0,1083.0
28668,MAR,f,44.0,tecnica,mestizo,1200.0,1200.0
28669,MAR,f,46.0,secundaria,mestizo,1420.0,1420.0
28670,MAR,f,19.0,uni_trunca,mestizo,800.0,800.0
28671,MAR,m,27.0,tecnica,afroperuano,1500.0,1500.0
28672,MAR,m,29.0,tecnica,mestizo,1200.0,1200.0
28673,MAR,m,27.0,otro,mestizo,1520.0,1660.0
28674,MAR,f,22.0,secundaria,mestizo,733.0,733.0
28675,MAR,m,37.0,uni_trunca,mestizo,1210.0,1210.0
28676,MAR,f,44.0,uni_completa,mestizo,4500.0,4500.0
28677,MAR,m,21.0,uni_trunca,mestizo,609.0,609.0
28678,MAR,f,68.0,secundaria,mestizo,4057.0,4057.0
28679,MAR,f,56.0,otro,quechua,2350.0,2350.0
28680,MAR,f,37.0,secundaria,mestizo,1001.0,1001.0
28681,MAR,m,39.0,uni_completa,mestizo,5000.0,6800.0
28682,MAR,f,56.0,uni_completa,mestizo,3000.0,3000.0
28683,MAR,m,62.0,uni_trunca,mestizo,750.0,750.0
28684,MAR,f,61.0,uni_trunca,mestizo,1250.0,1250.0
28685,MAR,m,29.0,secundaria,blanco,1300.0,1300.0
28686,MAR,f,70.0,uni_completa,quechua,3065.0,3065.0
28687,MAR,m,39.0,uni_completa,mestizo,4604.0,4604.0
28688,MAR,m,38.0,secundaria,mestizo,2300.0,2300.0
28689,MAR,f,60.0,secundaria,mestizo,1640.0,1640.0
28690,MAR,m,39.0,uni_completa,mestizo,4000.0,4000.0
28691,MAR,m,50.0,secundaria,mestizo,2487.0,3687.0
28692,MAR,f,27.0,secundaria,mestizo,1400.0,1400.0
28693,MAR,m,47.0,tecnica_trunca,mestizo,2800.0,2800.0
28694,MAR,f,41.0,secundaria,afroperuano,700.0,700.0
28695,MAR,m,19.0,uni_trunca,mestizo,1250.0,1250.0
28696,MAR,m,53.0,tecnica_trunca,mestizo,1700.0,1700.0
28697,MAR,m,28.0,tecnica,mestizo,4000.0,4000.0
28698,MAR,m,24.0,tecnica_trunca,mestizo,2645.0,2645.0
28699,MAR,m,39.0,tecnica,mestizo,1025.0,1025.0
28700,MAR,f,48.0,tecnica_trunca,otro,3500.0,3500.0
28701,MAR,f,29.0,uni_trunca,mestizo,1025.0,1025.0
28702,MAR,m,27.0,uni_trunca,mestizo,2680.0,2680.0
28703,MAR,f,28.0,uni_trunca,mestizo,2860.0,3460.0
28704,MAR,m,65.0,secundaria,mestizo,1030.0,1030.0
28705,MAR,m,60.0,secundaria,mestizo,800.0,800.0
28706,MAR,m,48.0,secundaria,mestizo,2200.0,2200.0
28707,MAR,m,64.0,tecnica_trunca,mestizo,866.0,866.0
28708,MAR,f,31.0,uni_completa,mestizo,2100.0,2100.0
28709,MAR,m,33.0,uni_completa,mestizo,1980.0,1980.0
28710,MAR,m,58.0,uni_completa,afroperuano,5000.0,5000.0
28711,MAR,f,34.0,maestria,mestizo,5000.0,5000.0
28712,MAR,m,35.0,secundaria,mestizo,1940.0,1940.0
28713,MAR,m,49.0,uni_completa,mestizo,1900.0,3199.0
28714,MAR,m,29.0,uni_trunca,mestizo,1205.0,1205.0
28715,MAR,m,37.0,secundaria,mestizo,1000.0,1000.0
28716,MAR,m,34.0,uni_completa,blanco,1500.0,1500.0
28717,MAR,m,75.0,secundaria,blanco,1580.0,1580.0
28718,MAR,f,68.0,secundaria,mestizo,1020.0,1020.0
28719,MAR,m,61.0,secundaria,mestizo,1054.0,1054.0
28720,MAR,m,26.0,uni_trunca,mestizo,1025.0,1025.0
28721,MAR,m,20.0,secundaria,mestizo,400.0,400.0
28722,MAR,f,28.0,uni_completa,mestizo,3000.0,3000.0
28723,MAR,f,20.0,uni_trunca,mestizo,996.0,996.0
28724,MAR,m,49.0,tecnica_trunca,mestizo,1992.0,1992.0
28725,MAR,m,23.0,tecnica_trunca,mestizo,2050.0,2050.0
28726,MAR,f,48.0,uni_completa,mestizo,1600.0,1600.0
28727,MAR,f,37.0,secundaria,mestizo,1226.0,1226.0
28728,MAR,m,66.0,otro,mestizo,900.0,900.0
28729,MAR,m,47.0,secundaria,mestizo,1600.0,1600.0
28730,MAR,f,40.0,tecnica,quechua,2165.0,2165.0
28731,MAR,f,38.0,tecnica_trunca,mestizo,1732.0,1732.0
28732,MAR,m,43.0,otro,mestizo,1949.0,1949.0
28733,MAR,f,29.0,uni_completa,mestizo,1251.0,1251.0
28734,MAR,m,52.0,uni_trunca,mestizo,1149.0,1149.0
28735,MAR,f,47.0,tecnica,mestizo,2429.0,4129.0
28736,MAR,m,37.0,uni_completa,mestizo,3000.0,3000.0
28737,MAR,m,42.0,tecnica,mestizo,646.0,646.0
28738,MAR,f,41.0,otro,mestizo,1299.0,1299.0
28739,MAR,m,19.0,secundaria,mestizo,750.0,750.0
28740,MAR,f,54.0,secundaria,quechua,900.0,900.0
28741,MAR,m,28.0,secundaria,mestizo,1260.0,1260.0
28742,MAR,f,50.0,secundaria,mestizo,700.0,700.0
28743,MAR,m,57.0,maestria,mestizo,2500.0,2500.0
28744,MAR,f,61.0,uni_completa,mestizo,2600.0,2600.0
28745,MAR,m,25.0,uni_trunca,mestizo,1200.0,1380.0
28746,MAR,f,24.0,uni_completa,mestizo,1400.0,1400.0
28747,MAR,m,45.0,tecnica_trunca,mestizo,1700.0,1700.0
28748,MAR,m,52.0,tecnica,mestizo,2300.0,2300.0
28749,MAR,f,51.0,uni_completa,mestizo,2400.0,2400.0
28750,MAR,f,30.0,uni_trunca,mestizo,1800.0,1900.0
28751,MAR,f,29.0,uni_completa,mestizo,2000.0,2000.0
28752,MAR,f,39.0,tecnica,mestizo,1250.0,1250.0
28753,MAR,m,33.0,secundaria,mestizo,1200.0,1200.0
28754,MAR,m,43.0,uni_completa,mestizo,8000.0,8000.0
28755,MAR,f,42.0,uni_trunca,otro,900.0,900.0
28756,MAR,m,47.0,secundaria,blanco,900.0,950.0
28757,MAR,f,52.0,tecnica,mestizo,1500.0,2700.0
28758,MAR,m,40.0,tecnica,mestizo,1400.0,1500.0
28759,MAR,m,32.0,uni_trunca,mestizo,3700.0,5200.0
28760,MAR,m,68.0,uni_completa,afroperuano,2500.0,2500.0
28761,MAR,f,57.0,maestria,mestizo,3500.0,3500.0
28762,MAR,m,29.0,uni_completa,otro,2200.0,2200.0
28763,MAR,m,21.0,secundaria,blanco,1040.0,1040.0
28764,MAR,m,46.0,otro,mestizo,433.0,433.0
28765,MAR,m,32.0,maestria,mestizo,5520.0,5520.0
28766,MAR,m,50.0,secundaria,mestizo,1900.0,1900.0
28767,MAR,f,22.0,secundaria,otro,350.0,350.0
28768,MAR,f,56.0,uni_completa,mestizo,2990.0,3540.0
28769,MAR,f,31.0,uni_completa,mestizo,2400.0,2400.0
28770,MAR,f,58.0,uni_completa,mestizo,7546.0,8696.0
28771,MAR,f,22.0,uni_completa,mestizo,1200.0,1200.0
28772,MAR,f,57.0,tecnica,quechua,1250.0,1250.0
28773,MAR,f,56.0,otro,mestizo,130.0,130.0
28774,MAR,f,31.0,secundaria,mestizo,1400.0,1400.0
28775,MAR,m,58.0,otro,mestizo,1800.0,1800.0
28776,MAR,f,38.0,secundaria,mestizo,1350.0,1350.0
28777,MAR,f,26.0,uni_trunca,quechua,1500.0,1800.0
28778,MAR,m,44.0,otro,mestizo,1061.0,1061.0
28779,MAR,f,56.0,otro,mestizo,958.0,958.0
28780,MAR,f,30.0,secundaria,afroperuano,1686.0,1686.0
28781,MAR,f,25.0,tecnica_trunca,mestizo,655.0,755.0
28782,MAR,f,73.0,otro,mestizo,1730.0,1730.0
28783,MAR,f,52.0,secundaria,mestizo,3340.0,3340.0
28784,MAR,f,26.0,uni_trunca,blanco,1299.0,1299.0
28785,MAR,m,32.0,uni_completa,mestizo,2940.0,2940.0
28786,MAR,f,40.0,tecnica_trunca,mestizo,1025.0,1025.0
28787,MAR,f,21.0,tecnica,mestizo,1500.0,1500.0
28788,MAR,f,60.0,otro,mestizo,217.0,217.0
28789,MAR,f,21.0,uni_trunca,mestizo,450.0,450.0
28790,MAR,f,55.0,secundaria,quechua,590.0,590.0
28791,MAR,m,30.0,tecnica_trunca,mestizo,1600.0,1600.0
28792,MAR,m,43.0,secundaria,mestizo,1050.0,1050.0
28793,MAR,f,37.0,secundaria,mestizo,106.0,106.0
28794,MAR,f,45.0,secundaria,afroperuano,1110.0,1110.0
28795,MAR,f,21.0,secundaria,mestizo,650.0,650.0
28796,MAR,f,28.0,tecnica,mestizo,1800.0,1800.0
28797,MAR,m,35.0,otro,quechua,1731.0,1931.0
28798,MAR,m,59.0,secundaria,mestizo,1200.0,1200.0
28799,MAR,m,46.0,otro,quechua,2800.0,2800.0
28800,MAR,m,28.0,tecnica_trunca,mestizo,1732.0,1732.0
28801,MAR,m,29.0,otro,mestizo,1299.0,1299.0
28802,MAR,m,26.0,secundaria,mestizo,1516.0,1516.0
28803,MAR,f,34.0,tecnica,mestizo,1083.0,1083.0
28804,MAR,m,26.0,secundaria,mestizo,7700.0,7700.0
28805,MAR,m,23.0,secundaria,mestizo,1650.0,3150.0
28806,MAR,f,41.0,secundaria,afroperuano,1250.0,1250.0
28807,MAR,m,19.0,tecnica_trunca,mestizo,1299.0,1299.0
28808,MAR,m,49.0,secundaria,mestizo,1688.0,1688.0
28809,MAR,f,46.0,secundaria,mestizo,445.0,445.0
28810,MAR,f,20.0,secundaria,mestizo,130.0,130.0
28811,MAR,m,44.0,secundaria,mestizo,866.0,966.0
28812,MAR,f,38.0,otro,mestizo,260.0,260.0
28813,MAR,f,58.0,otro,mestizo,206.0,206.0
28814,MAR,f,31.0,secundaria,afroperuano,1025.0,1025.0
28815,MAR,m,38.0,secundaria,mestizo,650.0,650.0
28816,MAR,m,33.0,tecnica,quechua,1500.0,1500.0
28817,MAR,m,26.0,otro,quechua,866.0,866.0
28818,MAR,f,51.0,maestria,quechua,2300.0,2300.0
28819,MAR,m,54.0,secundaria,quechua,2032.0,2032.0
28820,MAR,m,58.0,secundaria,mestizo,1600.0,1600.0
28821,MAR,m,39.0,secundaria,mestizo,2598.0,2598.0
28822,MAR,m,28.0,uni_trunca,mestizo,2400.0,2400.0
28823,MAR,f,26.0,uni_trunca,mestizo,1025.0,1025.0
28824,MAR,m,23.0,tecnica_trunca,mestizo,1556.0,1556.0
28825,MAR,f,64.0,tecnica,quechua,199.0,459.0
28826,MAR,m,53.0,secundaria,quechua,2815.0,2815.0
28827,MAR,f,40.0,tecnica,quechua,1173.0,1173.0
28828,MAR,m,45.0,secundaria,blanco,832.0,832.0
28829,MAR,f,48.0,otro,mestizo,676.0,756.0
28830,MAR,f,19.0,tecnica_trunca,mestizo,1025.0,1225.0
28831,MAR,f,43.0,secundaria,mestizo,1735.0,1735.0
28832,MAR,m,42.0,secundaria,mestizo,520.0,520.0
28833,MAR,m,50.0,secundaria,mestizo,3150.0,3150.0
28834,MAR,m,44.0,secundaria,mestizo,2651.0,2651.0
28835,MAR,m,43.0,secundaria,mestizo,2173.0,2173.0
28836,MAR,f,31.0,tecnica_trunca,mestizo,2500.0,2500.0
28837,MAR,f,46.0,secundaria,afroperuano,1125.0,1125.0
28838,MAR,m,22.0,tecnica_trunca,mestizo,1400.0,1400.0
28839,MAR,m,45.0,secundaria,mestizo,2000.0,2000.0
28840,MAR,m,45.0,tecnica,mestizo,1300.0,1300.0
28841,MAR,m,24.0,otro,mestizo,1025.0,1025.0
28842,MAR,f,19.0,secundaria,mestizo,1025.0,1025.0
28843,MAR,m,33.0,uni_trunca,mestizo,1100.0,1100.0
28844,MAR,f,38.0,secundaria,mestizo,1325.0,1325.0
28845,MAR,m,18.0,secundaria,mestizo,1025.0,1025.0
28846,MAR,f,46.0,uni_completa,mestizo,3000.0,3000.0
28847,MAR,m,40.0,uni_completa,mestizo,2000.0,4020.0
28848,MAR,f,43.0,uni_completa,otro,2000.0,2000.0
28849,MAR,m,36.0,otro,otro,1500.0,2200.0
28850,MAR,f,36.0,secundaria,mestizo,1300.0,1550.0
28851,MAR,m,60.0,uni_completa,mestizo,2462.0,2462.0
28852,MAR,m,57.0,secundaria,quechua,500.0,1100.0
28853,MAR,f,51.0,otro,mestizo,200.0,200.0
28854,MAR,f,23.0,secundaria,mestizo,1200.0,1200.0
28855,MAR,f,44.0,uni_trunca,blanco,1000.0,1000.0
28856,MAR,m,43.0,secundaria,otro,1500.0,1500.0
28857,MAR,f,21.0,secundaria,blanco,400.0,400.0
28858,MAR,m,35.0,uni_completa,mestizo,1400.0,1400.0
28859,MAR,m,33.0,uni_completa,mestizo,1500.0,1500.0
28860,MAR,f,43.0,tecnica,mestizo,1900.0,1900.0
28861,MAR,m,45.0,secundaria,mestizo,1300.0,1300.0
28862,MAR,m,30.0,uni_completa,mestizo,3500.0,4500.0
28863,MAR,f,47.0,tecnica,blanco,2400.0,2400.0
28864,MAR,m,38.0,secundaria,mestizo,1200.0,1200.0
28865,MAR,f,32.0,secundaria,mestizo,70.0,130.0
28866,MAR,m,52.0,uni_trunca,mestizo,1245.0,1395.0
28867,MAR,f,26.0,tecnica_trunca,mestizo,1025.0,1025.0
28868,MAR,f,21.0,secundaria,mestizo,700.0,950.0
28869,MAR,m,34.0,secundaria,mestizo,2000.0,2000.0
28870,MAR,f,51.0,uni_completa,mestizo,2300.0,2300.0
28871,MAR,f,18.0,uni_trunca,mestizo,573.0,573.0
28872,MAR,f,40.0,otro,mestizo,1025.0,1025.0
28873,MAR,m,34.0,uni_completa,quechua,2300.0,2300.0
28874,MAR,m,61.0,secundaria,quechua,1250.0,1250.0
28875,MAR,m,40.0,uni_completa,mestizo,2000.0,2000.0
28876,MAR,m,52.0,otro,mestizo,2598.0,2598.0
28877,MAR,f,57.0,otro,mestizo,700.0,700.0
28878,MAR,f,24.0,uni_trunca,blanco,2000.0,2000.0
28879,MAR,f,21.0,uni_trunca,mestizo,1025.0,1025.0
28880,MAR,m,64.0,secundaria,mestizo,2165.0,2165.0
28881,MAR,f,18.0,uni_trunca,mestizo,1083.0,1083.0
28882,MAR,f,27.0,tecnica,mestizo,1025.0,1025.0
28883,MAR,m,26.0,secundaria,mestizo,1025.0,1025.0
28884,MAR,f,35.0,uni_trunca,mestizo,2300.0,2300.0
28885,MAR,f,54.0,secundaria,mestizo,1025.0,1025.0
28886,MAR,f,27.0,uni_completa,blanco,1500.0,1500.0
28887,MAR,m,30.0,tecnica,mestizo,2000.0,2000.0
28888,MAR,f,60.0,uni_completa,mestizo,4000.0,4000.0
28889,MAR,m,26.0,uni_completa,mestizo,1025.0,1025.0
28890,MAR,m,33.0,secundaria,mestizo,1025.0,1025.0
28891,MAR,m,25.0,tecnica,mestizo,1500.0,1500.0
28892,MAR,f,41.0,uni_completa,mestizo,1450.0,1450.0
28893,MAR,f,63.0,secundaria,mestizo,373.0,373.0
28894,MAR,f,40.0,uni_completa,mestizo,1400.0,1400.0
28895,MAR,m,23.0,tecnica,mestizo,2417.0,2417.0
28896,MAR,m,71.0,secundaria,mestizo,1215.0,1215.0
28897,MAR,m,60.0,secundaria,mestizo,900.0,900.0
28898,MAR,f,41.0,uni_completa,mestizo,1500.0,1500.0
28899,MAR,m,46.0,secundaria,mestizo,1732.0,1732.0
28900,MAR,m,49.0,tecnica,mestizo,1656.0,1656.0
28901,MAR,m,26.0,uni_trunca,mestizo,1500.0,1500.0
28902,MAR,f,22.0,tecnica,mestizo,550.0,550.0
28903,MAR,m,53.0,secundaria,mestizo,1400.0,1400.0
28904,MAR,f,53.0,secundaria,mestizo,1300.0,1300.0
28905,MAR,m,55.0,secundaria,mestizo,1300.0,1300.0
28906,MAR,m,46.0,secundaria,mestizo,1500.0,1500.0
28907,MAR,f,44.0,tecnica,mestizo,1300.0,1300.0
28908,MAR,m,57.0,otro,mestizo,650.0,650.0
28909,MAR,f,35.0,secundaria,mestizo,1050.0,1050.0
28910,MAR,f,74.0,otro,mestizo,300.0,300.0
28911,MAR,f,32.0,uni_trunca,mestizo,1034.0,1034.0
28912,MAR,f,53.0,otro,quechua,393.0,393.0
28913,MAR,m,29.0,otro,mestizo,1732.0,1732.0
28914,MAR,f,25.0,secundaria,mestizo,125.0,125.0
28915,MAR,f,18.0,secundaria,mestizo,1083.0,1083.0
28916,MAR,m,20.0,otro,mestizo,800.0,800.0
28917,MAR,m,17.0,otro,mestizo,1948.0,1948.0
28918,MAR,m,39.0,uni_trunca,mestizo,1877.0,1877.0
28919,MAR,f,47.0,tecnica_trunca,mestizo,1369.0,1369.0
28920,MAR,f,24.0,uni_completa,mestizo,1500.0,1500.0
28921,MAR,m,41.0,uni_trunca,quechua,1500.0,1500.0
28922,MAR,m,34.0,tecnica_trunca,mestizo,1025.0,1025.0
28923,MAR,f,43.0,secundaria,mestizo,1500.0,1500.0
28924,MAR,m,21.0,uni_trunca,mestizo,1200.0,1200.0
28925,MAR,f,53.0,tecnica,mestizo,287.0,287.0
28926,MAR,m,49.0,uni_completa,otro,1500.0,1500.0
28927,MAR,f,30.0,secundaria,afroperuano,1025.0,1025.0
28928,MAR,m,41.0,uni_trunca,blanco,3500.0,4000.0
28929,MAR,f,41.0,tecnica,mestizo,270.0,270.0
28930,MAR,m,64.0,secundaria,otro,152.0,152.0
28931,MAR,f,43.0,secundaria,otro,1700.0,1832.0
28932,MAR,f,19.0,uni_trunca,mestizo,610.0,610.0
28933,MAR,m,42.0,tecnica_trunca,mestizo,1500.0,1500.0
28934,MAR,f,35.0,tecnica,mestizo,3240.0,3240.0
28935,MAR,m,41.0,uni_completa,otro,5970.0,5970.0
28936,MAR,f,33.0,uni_completa,mestizo,3000.0,3000.0
28937,MAR,m,32.0,uni_completa,mestizo,3950.0,3950.0
28938,MAR,m,43.0,uni_trunca,mestizo,1600.0,1600.0
28939,MAR,m,51.0,secundaria,mestizo,1600.0,1600.0
28940,MAR,m,56.0,uni_trunca,mestizo,1980.0,1980.0
28941,MAR,f,46.0,secundaria,mestizo,1025.0,1025.0
28942,MAR,m,59.0,tecnica,mestizo,749.0,749.0
28943,MAR,f,30.0,uni_completa,mestizo,2500.0,2500.0
28944,MAR,m,27.0,uni_trunca,mestizo,6902.0,6902.0
28945,MAR,f,25.0,uni_completa,mestizo,2500.0,2500.0
28946,MAR,f,41.0,otro,mestizo,1250.0,1250.0
28947,MAR,f,24.0,uni_completa,mestizo,3000.0,3000.0
28948,MAR,m,56.0,uni_completa,mestizo,1400.0,1400.0
28949,MAR,m,30.0,uni_trunca,mestizo,683.0,683.0
28950,MAR,f,47.0,tecnica,mestizo,1500.0,1500.0
28951,MAR,m,49.0,secundaria,mestizo,1225.0,1225.0
28952,MAR,f,29.0,otro,mestizo,1025.0,1025.0
28953,MAR,f,52.0,tecnica_trunca,mestizo,1700.0,1700.0
28954,MAR,f,37.0,otro,mestizo,2380.0,2380.0
28955,MAR,m,43.0,otro,mestizo,1096.0,1096.0
28956,MAR,f,23.0,secundaria,mestizo,1025.0,1025.0
28957,MAR,f,56.0,otro,afroperuano,110.0,110.0
28958,MAR,m,68.0,otro,mestizo,1120.0,1720.0
28959,MAR,f,68.0,otro,afroperuano,520.0,520.0
28960,MAR,m,18.0,otro,mestizo,1645.0,1645.0
28961,MAR,m,39.0,uni_completa,mestizo,2500.0,2500.0
28962,MAR,m,38.0,uni_trunca,mestizo,1500.0,1500.0
28963,MAR,m,59.0,otro,otro,1300.0,1300.0
28964,MAR,f,57.0,otro,quechua,600.0,600.0
28965,MAR,m,33.0,secundaria,quechua,1502.0,1502.0
28966,MAR,m,29.0,secundaria,otro,1025.0,1025.0
28967,MAR,m,25.0,secundaria,mestizo,1200.0,1200.0
28968,MAR,m,29.0,otro,mestizo,1039.0,1039.0
28969,MAR,m,42.0,secundaria,mestizo,900.0,900.0
28970,MAR,f,36.0,secundaria,quechua,650.0,650.0
28971,MAR,m,42.0,secundaria,mestizo,1200.0,1200.0
28972,MAR,m,44.0,secundaria,quechua,1762.0,1762.0
28973,MAR,m,39.0,secundaria,quechua,4950.0,4950.0
28974,MAR,m,43.0,secundaria,quechua,779.0,779.0
28975,MAR,m,41.0,otro,mestizo,1200.0,1200.0
28976,MAR,f,26.0,uni_trunca,mestizo,1689.0,1689.0
28977,MAR,m,55.0,otro,afroperuano,520.0,520.0
28978,MAR,f,50.0,otro,mestizo,980.0,980.0
28979,MAR,m,30.0,secundaria,mestizo,866.0,866.0
28980,MAR,m,34.0,secundaria,mestizo,270.0,270.0
28981,MAR,m,40.0,uni_completa,quechua,1800.0,1800.0
28982,MAR,m,38.0,uni_trunca,mestizo,1500.0,1500.0
28983,MAR,f,28.0,secundaria,afroperuano,1040.0,1040.0
28984,MAR,m,41.0,secundaria,quechua,1800.0,1800.0
28985,MAR,f,58.0,otro,quechua,900.0,900.0
28986,MAR,m,34.0,otro,mestizo,1400.0,1400.0
28987,MAR,f,43.0,tecnica,mestizo,1200.0,1200.0
28988,MAR,m,49.0,uni_trunca,mestizo,2500.0,2500.0
28989,MAR,m,20.0,uni_trunca,mestizo,280.0,280.0
28990,MAR,m,47.0,secundaria,otro,650.0,650.0
28991,MAR,m,21.0,secundaria,mestizo,1083.0,1083.0
28992,MAR,f,43.0,secundaria,quechua,779.0,779.0
28993,MAR,m,43.0,otro,mestizo,680.0,680.0
28994,MAR,m,22.0,tecnica,mestizo,1083.0,1083.0
28995,MAR,m,18.0,secundaria,mestizo,1020.0,1020.0
28996,MAR,m,34.0,secundaria,mestizo,2500.0,2500.0
28997,MAR,m,40.0,otro,mestizo,1092.0,1092.0
28998,MAR,m,38.0,uni_completa,quechua,1700.0,1700.0
28999,MAR,f,59.0,otro,quechua,1533.0,1533.0
29000,MAR,f,35.0,uni_completa,mestizo,2400.0,2400.0
29001,MAR,f,50.0,otro,quechua,276.0,276.0
29002,MAR,m,54.0,otro,quechua,1545.0,1545.0
29003,MAR,m,18.0,secundaria,mestizo,160.0,160.0
29004,MAR,f,16.0,otro,mestizo,120.0,120.0
29005,MAR,m,60.0,tecnica,mestizo,250.0,310.0
29006,MAR,f,50.0,otro,mestizo,130.0,130.0
29007,MAR,m,20.0,secundaria,otro,606.0,606.0
29008,MAR,m,29.0,otro,mestizo,1850.0,2030.0
29009,MAR,m,25.0,secundaria,mestizo,1445.0,1445.0
29010,MAR,f,23.0,secundaria,mestizo,700.0,700.0
