,month,gender,years,edu_lvl,etnicity,main_source,total
20907,DIC,m,25.0,tecnica_trunca,mestizo,1500.0,1500.0
20908,DIC,m,17.0,otro,amazonico,1173.0,1173.0
20909,DIC,m,20.0,secundaria,mestizo,1472.0,2812.0
20910,DIC,m,35.0,secundaria,mestizo,1732.0,1732.0
20911,DIC,f,36.0,secundaria,mestizo,583.0,583.0
20912,DIC,f,32.0,uni_completa,mestizo,2190.0,2190.0
20913,DIC,f,66.0,otro,mestizo,1025.0,1025.0
20914,DIC,f,38.0,secundaria,mestizo,1025.0,1025.0
20915,DIC,m,19.0,secundaria,mestizo,905.0,905.0
20916,DIC,m,70.0,secundaria,mestizo,1800.0,1800.0
20917,DIC,f,42.0,secundaria,mestizo,400.0,400.0
20918,DIC,m,23.0,tecnica_trunca,mestizo,1732.0,1732.0
20919,DIC,m,64.0,secundaria,mestizo,350.0,350.0
20920,DIC,f,48.0,tecnica_trunca,mestizo,510.0,510.0
20921,DIC,f,55.0,tecnica_trunca,mestizo,1050.0,1050.0
20922,DIC,m,55.0,secundaria,mestizo,1300.0,1300.0
20923,DIC,m,26.0,uni_completa,mestizo,1700.0,1700.0
20924,DIC,f,23.0,tecnica,mestizo,1050.0,1050.0
20925,DIC,f,46.0,secundaria,afroperuano,1341.0,1341.0
20926,DIC,m,70.0,secundaria,mestizo,1600.0,1600.0
20927,DIC,m,31.0,tecnica,mestizo,2500.0,2500.0
20928,DIC,f,28.0,tecnica,mestizo,1300.0,1300.0
20929,DIC,f,65.0,otro,otro,535.0,535.0
20930,DIC,m,39.0,secundaria,mestizo,1800.0,1800.0
20931,DIC,m,36.0,uni_completa,mestizo,1500.0,1500.0
20932,DIC,f,35.0,uni_completa,mestizo,3900.0,4925.0
20933,DIC,m,27.0,secundaria,mestizo,1516.0,1516.0
20934,DIC,f,37.0,otro,quechua,1650.0,1650.0
20935,DIC,f,38.0,otro,quechua,1000.0,1000.0
20936,DIC,f,49.0,secundaria,mestizo,165.0,465.0
20937,DIC,m,60.0,tecnica_trunca,blanco,1400.0,1400.0
20938,DIC,f,58.0,tecnica,mestizo,1800.0,1800.0
20939,DIC,m,27.0,uni_trunca,mestizo,1025.0,1025.0
20940,DIC,f,63.0,secundaria,mestizo,1046.0,1046.0
20941,DIC,f,34.0,uni_completa,mestizo,1350.0,1350.0
20942,DIC,f,39.0,otro,mestizo,1167.0,1167.0
20943,DIC,m,60.0,secundaria,mestizo,1800.0,1800.0
20944,DIC,m,42.0,secundaria,mestizo,1732.0,1732.0
20945,DIC,f,50.0,otro,mestizo,924.0,924.0
20946,DIC,m,30.0,otro,blanco,1200.0,1200.0
20947,DIC,m,54.0,otro,mestizo,2064.0,2064.0
20948,DIC,f,20.0,uni_trunca,afroperuano,700.0,700.0
20949,DIC,m,17.0,secundaria,mestizo,1166.0,1166.0
20950,DIC,m,40.0,secundaria,quechua,3897.0,3897.0
20951,DIC,f,38.0,otro,quechua,1126.0,1126.0
20952,DIC,f,19.0,secundaria,mestizo,520.0,1425.0
20953,DIC,m,17.0,otro,mestizo,217.0,217.0
20954,DIC,m,28.0,uni_completa,mestizo,6450.0,6450.0
20955,DIC,f,26.0,uni_completa,mestizo,3000.0,3000.0
20956,DIC,m,36.0,secundaria,mestizo,1600.0,1600.0
20957,DIC,f,34.0,uni_trunca,mestizo,1220.0,1220.0
20958,DIC,m,54.0,secundaria,mestizo,1144.0,1144.0
20959,DIC,m,61.0,secundaria,mestizo,400.0,400.0
20960,DIC,f,30.0,secundaria,blanco,1212.0,1412.0
20961,DIC,m,50.0,secundaria,quechua,3200.0,3200.0
20962,DIC,f,42.0,otro,afroperuano,1100.0,1100.0
20963,DIC,f,32.0,uni_completa,mestizo,1500.0,1677.0
20964,DIC,f,49.0,secundaria,mestizo,1200.0,1200.0
20965,DIC,f,36.0,uni_completa,mestizo,1500.0,1500.0
20966,DIC,m,29.0,tecnica,mestizo,1172.0,1172.0
20967,DIC,m,40.0,otro,afroperuano,2944.0,2944.0
20968,DIC,m,26.0,uni_completa,blanco,5000.0,5000.0
20969,DIC,m,29.0,uni_completa,mestizo,2500.0,2500.0
20970,DIC,f,70.0,secundaria,afroperuano,1288.0,1288.0
20971,DIC,f,35.0,uni_trunca,afroperuano,1500.0,1500.0
20972,DIC,f,75.0,otro,quechua,463.0,463.0
20973,DIC,m,56.0,secundaria,mestizo,1083.0,1083.0
20974,DIC,f,64.0,uni_completa,mestizo,4500.0,4500.0
20975,DIC,f,28.0,otro,mestizo,346.0,346.0
20976,DIC,f,38.0,secundaria,mestizo,1500.0,1500.0
20977,DIC,m,40.0,secundaria,mestizo,2500.0,2500.0
20978,DIC,f,64.0,secundaria,mestizo,717.0,717.0
20979,DIC,f,28.0,uni_trunca,mestizo,500.0,500.0
20980,DIC,f,29.0,uni_completa,mestizo,2500.0,2500.0
20981,DIC,m,55.0,tecnica,mestizo,4600.0,4600.0
20982,DIC,f,46.0,tecnica,mestizo,700.0,700.0
20983,DIC,m,31.0,uni_completa,mestizo,3000.0,3000.0
20984,DIC,m,26.0,uni_completa,mestizo,4350.0,4350.0
20985,DIC,m,59.0,secundaria,quechua,2598.0,2598.0
20986,DIC,f,26.0,tecnica,mestizo,1125.0,1125.0
20987,DIC,f,54.0,tecnica,mestizo,2000.0,2000.0
20988,DIC,f,42.0,tecnica,mestizo,2850.0,2850.0
20989,DIC,f,27.0,otro,mestizo,1350.0,1350.0
20990,DIC,f,50.0,otro,mestizo,346.0,346.0
20991,DIC,f,67.0,uni_completa,mestizo,4500.0,4500.0
20992,DIC,m,31.0,uni_completa,mestizo,4000.0,4000.0
20993,DIC,f,28.0,uni_completa,otro,2500.0,2500.0
20994,DIC,m,56.0,secundaria,mestizo,2815.0,3215.0
20995,DIC,m,27.0,secundaria,mestizo,5079.0,5079.0
20996,DIC,m,35.0,otro,mestizo,866.0,866.0
20997,DIC,m,45.0,tecnica,quechua,2000.0,2000.0
20998,DIC,m,57.0,secundaria,mestizo,650.0,650.0
20999,DIC,m,51.0,secundaria,mestizo,2590.0,2590.0
21000,DIC,f,22.0,tecnica,mestizo,1400.0,1400.0
21001,DIC,m,21.0,tecnica,mestizo,1590.0,1590.0
21002,DIC,m,43.0,secundaria,mestizo,1440.0,1440.0
21003,DIC,f,56.0,tecnica,mestizo,1025.0,1025.0
21004,DIC,f,48.0,secundaria,mestizo,1025.0,1025.0
21005,DIC,m,54.0,tecnica,mestizo,1200.0,1200.0
21006,DIC,f,54.0,secundaria,mestizo,300.0,300.0
21007,DIC,f,28.0,secundaria,mestizo,1500.0,1500.0
21008,DIC,f,19.0,secundaria,mestizo,909.0,909.0
21009,DIC,m,28.0,otro,mestizo,930.0,930.0
21010,DIC,m,47.0,uni_completa,mestizo,4000.0,4000.0
21011,DIC,m,34.0,secundaria,mestizo,1025.0,1025.0
21012,DIC,f,40.0,uni_completa,mestizo,2400.0,2400.0
21013,DIC,f,46.0,tecnica_trunca,mestizo,1122.0,1122.0
21014,DIC,f,24.0,secundaria,mestizo,400.0,400.0
21015,DIC,f,45.0,secundaria,mestizo,1299.0,1299.0
21016,DIC,m,30.0,secundaria,mestizo,1500.0,1500.0
21017,DIC,m,57.0,otro,quechua,1299.0,1299.0
21018,DIC,f,23.0,secundaria,mestizo,1949.0,1949.0
21019,DIC,m,28.0,tecnica_trunca,quechua,2338.0,2338.0
21020,DIC,f,67.0,uni_completa,mestizo,2700.0,2700.0
21021,DIC,m,28.0,secundaria,mestizo,1500.0,1500.0
21022,DIC,f,29.0,uni_trunca,mestizo,1873.0,1873.0
21023,DIC,m,51.0,otro,mestizo,1559.0,1559.0
21024,DIC,m,19.0,uni_trunca,blanco,2338.0,2338.0
21025,DIC,f,36.0,maestria,mestizo,5000.0,5000.0
21026,DIC,f,42.0,tecnica,mestizo,1725.0,1725.0
21027,DIC,f,34.0,uni_completa,mestizo,2000.0,2000.0
21028,DIC,m,48.0,secundaria,mestizo,1800.0,1800.0
21029,DIC,f,36.0,secundaria,mestizo,1600.0,1600.0
21030,DIC,f,45.0,uni_completa,mestizo,3500.0,3500.0
21031,DIC,m,22.0,uni_trunca,mestizo,1500.0,1500.0
21032,DIC,m,20.0,uni_trunca,mestizo,1300.0,1300.0
21033,DIC,f,38.0,uni_completa,mestizo,1700.0,1700.0
21034,DIC,m,21.0,secundaria,mestizo,1730.0,1730.0
21035,DIC,m,44.0,secundaria,mestizo,1732.0,1732.0
21036,DIC,m,21.0,otro,mestizo,2059.0,2059.0
21037,DIC,m,34.0,secundaria,mestizo,3000.0,3000.0
21038,DIC,f,53.0,secundaria,mestizo,1025.0,1025.0
21039,DIC,m,31.0,uni_completa,mestizo,3000.0,4600.0
21040,DIC,f,31.0,uni_completa,mestizo,8500.0,8500.0
21041,DIC,f,30.0,uni_trunca,mestizo,392.0,392.0
21042,DIC,f,71.0,otro,quechua,1030.0,1130.0
21043,DIC,f,50.0,secundaria,mestizo,1230.0,1230.0
21044,DIC,m,23.0,tecnica_trunca,mestizo,1200.0,1200.0
21045,DIC,f,20.0,secundaria,mestizo,1299.0,1299.0
21046,DIC,f,66.0,otro,blanco,909.0,929.0
21047,DIC,f,48.0,otro,blanco,670.0,670.0
21048,DIC,m,53.0,uni_trunca,mestizo,1025.0,1025.0
21049,DIC,m,43.0,otro,blanco,3031.0,3031.0
21050,DIC,m,34.0,otro,mestizo,693.0,693.0
21051,DIC,f,34.0,secundaria,afroperuano,160.0,160.0
21052,DIC,m,48.0,otro,quechua,1480.0,1480.0
21053,DIC,m,55.0,uni_trunca,mestizo,3000.0,3000.0
21054,DIC,f,46.0,tecnica,mestizo,3050.0,3050.0
21055,DIC,m,62.0,secundaria,mestizo,1650.0,1650.0
21056,DIC,f,24.0,tecnica,mestizo,1330.0,1330.0
21057,DIC,m,43.0,tecnica_trunca,mestizo,1300.0,1300.0
21058,DIC,f,49.0,maestria,mestizo,2000.0,2000.0
21059,DIC,f,67.0,tecnica_trunca,mestizo,1600.0,1600.0
21060,DIC,f,30.0,secundaria,otro,650.0,650.0
21061,DIC,m,65.0,otro,mestizo,649.0,649.0
21062,DIC,f,65.0,otro,mestizo,1402.0,1402.0
21063,DIC,f,62.0,uni_completa,mestizo,3500.0,3500.0
21064,DIC,m,33.0,uni_completa,mestizo,2500.0,2500.0
21065,DIC,m,43.0,tecnica,mestizo,3000.0,3000.0
21066,DIC,m,21.0,uni_trunca,mestizo,1083.0,1083.0
21067,DIC,f,33.0,uni_completa,mestizo,2000.0,2000.0
21068,DIC,m,35.0,uni_completa,mestizo,6900.0,6900.0
21069,DIC,f,51.0,uni_completa,mestizo,8200.0,8200.0
21070,DIC,f,45.0,uni_trunca,blanco,1400.0,1400.0
21071,DIC,m,47.0,secundaria,mestizo,2200.0,2200.0
21072,DIC,f,26.0,secundaria,mestizo,1300.0,1300.0
21073,DIC,m,52.0,secundaria,mestizo,782.0,782.0
21074,DIC,f,45.0,secundaria,mestizo,1140.0,1140.0
21075,DIC,m,52.0,secundaria,mestizo,1200.0,1200.0
21076,DIC,f,42.0,secundaria,blanco,346.0,346.0
21077,DIC,m,55.0,tecnica,mestizo,1200.0,1200.0
21078,DIC,m,54.0,secundaria,mestizo,1964.0,1964.0
21079,DIC,f,26.0,uni_completa,mestizo,2000.0,2000.0
21080,DIC,m,52.0,tecnica,mestizo,3500.0,3500.0
21081,DIC,f,20.0,uni_trunca,mestizo,1559.0,1559.0
21082,DIC,m,59.0,secundaria,mestizo,1838.0,1838.0
21083,DIC,f,52.0,secundaria,mestizo,1200.0,1200.0
21084,DIC,f,37.0,tecnica,mestizo,1199.0,1199.0
21085,DIC,f,59.0,tecnica,mestizo,1750.0,1750.0
21086,DIC,m,72.0,secundaria,mestizo,404.0,404.0
21087,DIC,f,36.0,uni_completa,mestizo,1400.0,1810.0
21088,DIC,m,27.0,uni_completa,mestizo,6000.0,6000.0
21089,DIC,m,40.0,secundaria,aymara,1025.0,1025.0
21090,DIC,f,47.0,secundaria,mestizo,250.0,250.0
21091,DIC,m,48.0,tecnica_trunca,quechua,1025.0,1025.0
21092,DIC,f,48.0,tecnica_trunca,quechua,1025.0,1025.0
21093,DIC,m,27.0,uni_trunca,otro,1200.0,1200.0
21094,DIC,f,25.0,uni_completa,mestizo,500.0,580.0
21095,DIC,m,29.0,uni_trunca,mestizo,2300.0,2800.0
21096,DIC,m,59.0,secundaria,mestizo,1800.0,1800.0
21097,DIC,m,60.0,secundaria,mestizo,2000.0,2000.0
21098,DIC,f,48.0,secundaria,blanco,1025.0,1025.0
21099,DIC,m,30.0,tecnica,mestizo,1500.0,1500.0
21100,DIC,m,29.0,secundaria,mestizo,1850.0,1850.0
21101,DIC,f,25.0,secundaria,mestizo,218.0,218.0
21102,DIC,m,44.0,secundaria,mestizo,700.0,700.0
21103,DIC,m,19.0,secundaria,mestizo,1143.0,1143.0
21104,DIC,m,44.0,otro,afroperuano,1100.0,1100.0
21105,DIC,f,34.0,otro,quechua,1025.0,1025.0
21106,DIC,m,54.0,secundaria,mestizo,1200.0,1200.0
21107,DIC,f,26.0,uni_completa,quechua,2000.0,2000.0
21108,DIC,m,40.0,secundaria,mestizo,2397.0,2397.0
21109,DIC,f,69.0,otro,mestizo,616.0,616.0
21110,DIC,f,35.0,secundaria,mestizo,1769.0,1769.0
21111,DIC,m,72.0,otro,mestizo,1456.0,1456.0
21112,DIC,f,52.0,otro,quechua,1580.0,1580.0
21113,DIC,m,41.0,otro,quechua,1800.0,1800.0
21114,DIC,f,46.0,otro,quechua,2056.0,2056.0
21115,DIC,m,30.0,otro,quechua,1700.0,1700.0
21116,DIC,f,26.0,tecnica,mestizo,1025.0,1025.0
21117,DIC,f,45.0,secundaria,mestizo,1442.0,1442.0
21118,DIC,m,20.0,secundaria,mestizo,1025.0,1295.0
21119,DIC,m,49.0,tecnica,mestizo,3879.0,3879.0
21120,DIC,m,19.0,secundaria,mestizo,260.0,260.0
21121,DIC,m,54.0,tecnica,mestizo,3500.0,3500.0
21122,DIC,m,69.0,otro,mestizo,1732.0,1732.0
21123,DIC,m,32.0,maestria,mestizo,3800.0,3800.0
21124,DIC,m,59.0,secundaria,mestizo,1430.0,1430.0
21125,DIC,m,30.0,tecnica_trunca,mestizo,2010.0,2010.0
21126,DIC,m,41.0,uni_completa,mestizo,2200.0,2200.0
21127,DIC,f,41.0,tecnica,mestizo,2500.0,2500.0
21128,DIC,f,31.0,tecnica_trunca,mestizo,650.0,650.0
21129,DIC,m,34.0,uni_trunca,mestizo,2000.0,2000.0
21130,DIC,f,39.0,uni_completa,mestizo,1500.0,1500.0
21131,DIC,f,50.0,secundaria,mestizo,1025.0,1025.0
21132,DIC,f,59.0,tecnica,quechua,857.0,857.0
21133,DIC,m,28.0,secundaria,mestizo,1500.0,1500.0
21134,DIC,f,54.0,tecnica,mestizo,1500.0,1500.0
21135,DIC,m,68.0,secundaria,mestizo,1200.0,1200.0
21136,DIC,m,42.0,uni_trunca,mestizo,2800.0,2800.0
21137,DIC,m,33.0,uni_trunca,mestizo,1450.0,1450.0
21138,DIC,m,53.0,otro,quechua,1516.0,1516.0
21139,DIC,m,60.0,secundaria,mestizo,800.0,800.0
21140,DIC,f,53.0,secundaria,mestizo,1228.0,1228.0
21141,DIC,m,48.0,secundaria,quechua,2400.0,3400.0
21142,DIC,f,18.0,uni_trunca,mestizo,742.0,742.0
21143,DIC,f,70.0,tecnica_trunca,mestizo,415.0,415.0
21144,DIC,m,35.0,uni_completa,mestizo,3000.0,3000.0
21145,DIC,m,32.0,uni_completa,mestizo,2800.0,2800.0
21146,DIC,m,52.0,secundaria,mestizo,2650.0,2650.0
21147,DIC,m,51.0,tecnica_trunca,mestizo,2600.0,2600.0
21148,DIC,m,31.0,secundaria,mestizo,1862.0,1862.0
21149,DIC,m,36.0,tecnica,quechua,1400.0,1400.0
21150,DIC,f,32.0,secundaria,quechua,900.0,900.0
21151,DIC,m,40.0,secundaria,mestizo,1732.0,1732.0
21152,DIC,m,42.0,uni_trunca,mestizo,1500.0,1500.0
21153,DIC,f,53.0,secundaria,quechua,1200.0,1200.0
21154,DIC,m,26.0,tecnica,mestizo,1633.0,1633.0
21155,DIC,m,48.0,uni_completa,mestizo,4500.0,4500.0
21156,DIC,m,72.0,uni_completa,mestizo,1160.0,1160.0
21157,DIC,m,67.0,uni_completa,mestizo,2000.0,2000.0
21158,DIC,m,55.0,secundaria,mestizo,346.0,346.0
21159,DIC,m,47.0,tecnica,mestizo,1500.0,2800.0
21160,DIC,m,40.0,secundaria,mestizo,2020.0,2020.0
21161,DIC,f,67.0,uni_trunca,mestizo,130.0,130.0
21162,DIC,f,64.0,uni_completa,blanco,3500.0,3500.0
21163,DIC,f,56.0,uni_completa,mestizo,1700.0,1700.0
21164,DIC,m,36.0,secundaria,mestizo,606.0,606.0
21165,DIC,m,44.0,otro,mestizo,866.0,866.0
21166,DIC,f,75.0,secundaria,blanco,1815.0,1815.0
21167,DIC,m,59.0,secundaria,mestizo,1815.0,1815.0
21168,DIC,m,49.0,secundaria,mestizo,150.0,150.0
21169,DIC,m,48.0,tecnica,mestizo,8000.0,8000.0
21170,DIC,m,41.0,secundaria,otro,1500.0,1500.0
21171,DIC,f,46.0,otro,blanco,440.0,440.0
21172,DIC,f,30.0,secundaria,otro,1078.0,1318.0
21173,DIC,f,45.0,otro,mestizo,1268.0,1268.0
21174,DIC,m,24.0,tecnica,mestizo,1386.0,1386.0
21175,DIC,f,21.0,tecnica_trunca,otro,1200.0,1200.0
21176,DIC,f,54.0,secundaria,quechua,1300.0,1300.0
21177,DIC,m,27.0,uni_completa,mestizo,6625.0,6625.0
21178,DIC,f,27.0,uni_completa,mestizo,5300.0,5300.0
21179,DIC,m,58.0,tecnica_trunca,mestizo,3000.0,3000.0
21180,DIC,f,53.0,uni_completa,otro,1000.0,1000.0
21181,DIC,m,44.0,uni_completa,mestizo,1500.0,1500.0
21182,DIC,m,41.0,tecnica,mestizo,1800.0,1800.0
21183,DIC,f,37.0,uni_completa,mestizo,2500.0,2500.0
21184,DIC,f,49.0,uni_completa,mestizo,1800.0,1800.0
21185,DIC,f,21.0,tecnica,mestizo,650.0,950.0
21186,DIC,m,71.0,uni_trunca,mestizo,433.0,433.0
21187,DIC,f,62.0,uni_trunca,mestizo,5000.0,5000.0
21188,DIC,f,43.0,secundaria,mestizo,2579.0,2579.0
21189,DIC,m,51.0,uni_trunca,mestizo,4500.0,4500.0
21190,DIC,m,51.0,secundaria,mestizo,1300.0,1300.0
21191,DIC,f,49.0,secundaria,mestizo,4510.0,4510.0
21192,DIC,f,26.0,tecnica,mestizo,1800.0,3800.0
21193,DIC,m,43.0,secundaria,mestizo,1732.0,1732.0
21194,DIC,f,22.0,secundaria,mestizo,1516.0,1516.0
21195,DIC,m,67.0,maestria,mestizo,4500.0,4500.0
21196,DIC,m,60.0,tecnica,mestizo,2060.0,2060.0
21197,DIC,f,31.0,secundaria,mestizo,115.0,115.0
21198,DIC,m,36.0,secundaria,mestizo,1000.0,1000.0
21199,DIC,m,33.0,tecnica,quechua,700.0,1020.0
21200,DIC,f,28.0,uni_completa,mestizo,5000.0,5000.0
21201,DIC,m,57.0,secundaria,mestizo,4100.0,4100.0
21202,DIC,f,62.0,secundaria,mestizo,446.0,446.0
21203,DIC,f,27.0,tecnica,mestizo,700.0,700.0
21204,DIC,m,59.0,uni_completa,mestizo,2500.0,2500.0
21205,DIC,m,45.0,secundaria,quechua,3897.0,3897.0
21206,DIC,f,43.0,otro,quechua,584.0,584.0
21207,DIC,m,24.0,uni_trunca,quechua,1200.0,1800.0
21208,DIC,m,60.0,uni_completa,blanco,5000.0,5000.0
21209,DIC,f,25.0,uni_completa,mestizo,130.0,130.0
21210,DIC,f,28.0,maestria,mestizo,2800.0,2800.0
21211,DIC,m,26.0,uni_completa,mestizo,3600.0,3600.0
21212,DIC,m,48.0,tecnica_trunca,mestizo,1900.0,1900.0
21213,DIC,m,30.0,secundaria,mestizo,1299.0,1299.0
21214,DIC,f,50.0,uni_completa,mestizo,800.0,900.0
21215,DIC,f,75.0,otro,quechua,1300.0,1300.0
21216,DIC,f,66.0,uni_trunca,mestizo,433.0,433.0
21217,DIC,m,58.0,otro,mestizo,1516.0,2003.0
21218,DIC,f,49.0,tecnica,mestizo,433.0,433.0
21219,DIC,m,60.0,secundaria,mestizo,2700.0,2700.0
21220,DIC,m,29.0,secundaria,mestizo,1645.0,1645.0
21221,DIC,f,31.0,secundaria,mestizo,520.0,520.0
21222,DIC,f,48.0,tecnica_trunca,mestizo,1200.0,1200.0
21223,DIC,f,26.0,tecnica_trunca,mestizo,600.0,600.0
21224,DIC,f,18.0,secundaria,mestizo,1169.0,1969.0
21225,DIC,f,40.0,uni_completa,mestizo,2100.0,2100.0
21226,DIC,m,56.0,tecnica,mestizo,2300.0,2300.0
21227,DIC,m,24.0,uni_completa,mestizo,1025.0,1025.0
21228,DIC,m,46.0,tecnica,mestizo,6000.0,6000.0
21229,DIC,f,56.0,secundaria,mestizo,1503.0,1503.0
21230,DIC,f,35.0,secundaria,mestizo,549.0,549.0
21231,DIC,f,26.0,uni_completa,mestizo,1500.0,1500.0
21232,DIC,f,26.0,uni_completa,mestizo,1000.0,1000.0
21233,DIC,f,51.0,uni_trunca,mestizo,1025.0,1025.0
21234,DIC,f,33.0,tecnica,mestizo,6500.0,6500.0
21235,DIC,m,49.0,uni_completa,mestizo,9000.0,9000.0
21236,DIC,m,57.0,maestria,mestizo,3500.0,3880.0
21237,DIC,f,62.0,uni_completa,mestizo,2500.0,2500.0
21238,DIC,m,26.0,uni_trunca,mestizo,2100.0,2700.0
21239,DIC,f,25.0,uni_completa,mestizo,1300.0,1300.0
21240,DIC,m,45.0,secundaria,quechua,1600.0,1600.0
21241,DIC,f,45.0,otro,mestizo,200.0,600.0
21242,DIC,f,28.0,tecnica_trunca,mestizo,2700.0,2700.0
21243,DIC,m,23.0,secundaria,mestizo,600.0,600.0
21244,DIC,f,19.0,secundaria,mestizo,700.0,800.0
21245,DIC,f,60.0,uni_completa,mestizo,3000.0,3000.0
21246,DIC,m,58.0,otro,otro,1978.0,1978.0
21247,DIC,f,60.0,otro,quechua,563.0,1073.0
21248,DIC,m,53.0,uni_trunca,mestizo,1000.0,1800.0
21249,DIC,f,51.0,tecnica,mestizo,150.0,150.0
21250,DIC,m,51.0,otro,quechua,508.0,508.0
21251,DIC,f,41.0,otro,otro,1200.0,1400.0
21252,DIC,f,24.0,uni_completa,mestizo,3000.0,3000.0
21253,DIC,m,44.0,secundaria,mestizo,1200.0,1200.0
21254,DIC,f,43.0,tecnica,mestizo,1950.0,1950.0
21255,DIC,m,41.0,secundaria,mestizo,1960.0,1960.0
21256,DIC,m,36.0,tecnica,otro,1850.0,1850.0
21257,DIC,m,55.0,tecnica_trunca,quechua,2095.0,2095.0
21258,DIC,f,55.0,secundaria,otro,1025.0,1025.0
21259,DIC,m,23.0,tecnica_trunca,otro,1800.0,3300.0
21260,DIC,f,20.0,uni_trunca,otro,477.0,477.0
21261,DIC,m,59.0,secundaria,mestizo,1500.0,1500.0
21262,DIC,m,40.0,secundaria,mestizo,966.0,966.0
21263,DIC,m,29.0,uni_trunca,mestizo,2598.0,2598.0
21264,DIC,f,27.0,uni_trunca,mestizo,1800.0,1800.0
21265,DIC,m,24.0,tecnica_trunca,mestizo,1479.0,1479.0
21266,DIC,m,17.0,secundaria,mestizo,1559.0,1559.0
21267,DIC,m,53.0,tecnica_trunca,mestizo,1650.0,1650.0
21268,DIC,m,23.0,tecnica,mestizo,1601.0,1601.0
21269,DIC,m,20.0,tecnica,mestizo,1337.0,1337.0
21270,DIC,m,57.0,otro,mestizo,1949.0,1949.0
21271,DIC,m,40.0,secundaria,mestizo,1192.0,1192.0
21272,DIC,m,64.0,tecnica,mestizo,1890.0,1890.0
21273,DIC,m,35.0,uni_completa,mestizo,5000.0,5000.0
21274,DIC,f,37.0,tecnica,blanco,1475.0,1475.0
21275,DIC,f,56.0,tecnica,mestizo,1153.0,1334.0
21276,DIC,m,62.0,secundaria,amazonico,1800.0,1800.0
21277,DIC,m,21.0,tecnica_trunca,mestizo,260.0,260.0
21278,DIC,m,41.0,secundaria,mestizo,2800.0,2800.0
21279,DIC,f,42.0,tecnica,mestizo,1025.0,1025.0
21280,DIC,m,46.0,secundaria,mestizo,1030.0,1030.0
21281,DIC,f,54.0,tecnica,blanco,2800.0,3450.0
21282,DIC,f,50.0,tecnica,mestizo,300.0,300.0
21283,DIC,m,30.0,uni_trunca,mestizo,500.0,500.0
21284,DIC,f,28.0,uni_trunca,mestizo,2700.0,2700.0
21285,DIC,m,66.0,secundaria,afroperuano,1419.0,1419.0
21286,DIC,f,52.0,secundaria,quechua,607.0,607.0
21287,DIC,m,45.0,tecnica,mestizo,1500.0,1580.0
21288,DIC,m,41.0,otro,afroperuano,540.0,600.0
21289,DIC,f,29.0,secundaria,mestizo,714.0,714.0
21290,DIC,m,31.0,secundaria,mestizo,693.0,693.0
21291,DIC,m,36.0,tecnica_trunca,mestizo,2166.0,2466.0
21292,DIC,f,35.0,secundaria,mestizo,500.0,500.0
21293,DIC,m,49.0,secundaria,mestizo,1400.0,1400.0
21294,DIC,f,45.0,uni_trunca,mestizo,250.0,250.0
21295,DIC,m,33.0,uni_completa,mestizo,5500.0,6000.0
21296,DIC,m,56.0,tecnica,blanco,780.0,780.0
21297,DIC,m,26.0,secundaria,mestizo,2031.0,2031.0
21298,DIC,f,23.0,secundaria,mestizo,600.0,600.0
21299,DIC,m,18.0,tecnica_trunca,mestizo,667.0,1137.0
21300,DIC,m,65.0,uni_completa,quechua,1000.0,1000.0
21301,DIC,f,63.0,tecnica,quechua,3100.0,3500.0
21302,DIC,m,68.0,otro,mestizo,2598.0,2598.0
21303,DIC,m,47.0,secundaria,mestizo,1700.0,1700.0
21304,DIC,m,24.0,secundaria,mestizo,1500.0,1500.0
21305,DIC,m,58.0,uni_completa,mestizo,2000.0,2000.0
21306,DIC,f,34.0,tecnica,mestizo,1375.0,1375.0
21307,DIC,f,55.0,otro,mestizo,806.0,806.0
21308,DIC,m,29.0,secundaria,blanco,1750.0,1750.0
21309,DIC,f,28.0,secundaria,afroperuano,130.0,130.0
21310,DIC,m,53.0,maestria,mestizo,4067.0,6067.0
21311,DIC,m,37.0,secundaria,mestizo,1850.0,2650.0
21312,DIC,f,63.0,secundaria,mestizo,1025.0,1025.0
21313,DIC,m,28.0,tecnica_trunca,mestizo,1500.0,1500.0
21314,DIC,m,52.0,tecnica,mestizo,1500.0,1500.0
21315,DIC,f,37.0,secundaria,blanco,217.0,217.0
21316,DIC,f,30.0,uni_trunca,mestizo,1575.0,1575.0
21317,DIC,m,32.0,secundaria,quechua,866.0,866.0
21318,DIC,f,26.0,uni_completa,mestizo,2500.0,2500.0
21319,DIC,f,71.0,otro,quechua,348.0,348.0
21320,DIC,m,47.0,tecnica,mestizo,2383.0,2383.0
21321,DIC,m,51.0,uni_completa,mestizo,1600.0,1600.0
21322,DIC,f,53.0,uni_completa,mestizo,3200.0,3200.0
21323,DIC,m,74.0,secundaria,afroperuano,600.0,600.0
21324,DIC,m,36.0,otro,mestizo,1820.0,1820.0
21325,DIC,f,34.0,tecnica,mestizo,1800.0,1800.0
21326,DIC,m,30.0,otro,blanco,433.0,433.0
21327,DIC,m,37.0,secundaria,mestizo,3398.0,3398.0
21328,DIC,f,44.0,secundaria,mestizo,1059.0,1259.0
21329,DIC,m,60.0,tecnica,mestizo,1025.0,1325.0
21330,DIC,m,67.0,otro,otro,842.0,842.0
21331,DIC,m,52.0,tecnica_trunca,mestizo,1250.0,1250.0
21332,DIC,m,26.0,uni_trunca,mestizo,1090.0,1730.0
