month,sex,age,rol,sector,n_employees,lf_job,employment_source,n_weeks_lf_job,education,ethnicity,main_src,total_src
jun,m,53,,,,,, ,,, , 
jun,m,55,,,,,, ,,,700,700
jun,f,60,,,,,, ,,,1083,1083
jun,f,19,,,,,, ,,, , 
jun,m,29,,,,,, ,,,980,980
jun,m,80,,,,,, ,,, , 
jun,m,55,,,,,,2,,, , 
jun,f,45,,,,,, ,,, , 
jun,m,24,,,,,, ,,, , 
jun,m,60,,,,,, ,,,1000,1000
jun,f,43,,,,,, ,,,1200,1200
jun,m,88,,,,,, ,,, , 
jun,f,83,,,,,, ,,, , 
jun,m,56,,,,,, ,,, , 
jun,m,23,,,,,, ,,, , 
jun,m,62,,,,,, ,,,1000,1000
jun,f,64,,,,,, ,,,1750,1750
jun,m,66,,,,,, ,,,2388,2388
jun,f,67,,,,,, ,,, , 
jun,f,32,,,,,, ,,, , 
jun,f,53,,,,,, ,,, , 
jun,m,58,,,,,, ,,, , 
jun,f,24,,,,,, ,,, , 
jun,m,22,,,,,, ,,, , 
jun,m,18,,,,,, ,,, , 
jun,f,78,,,,,, ,,, , 
jun,m,52,,,,,, ,,, , 
jun,f,82,,,,,, ,,, , 
jun,f,59,,,,,, ,,,1700,1700
jun,m,61,,,,,, ,,, , 
jun,f,63,,,,,, ,,, , 
jun,m,28,,,,,, ,,,1024,1024
jun,f,62,,,,,, ,,,2800,2800
jun,f,53,,,,,, ,,,1200,1200
jun,m,56,,,,,, ,,,2480,2480
jun,m,28,,,,,, ,,,931,931
jun,m,26,,,,,, ,,, , 
jun,m,20,,,,,, ,,, , 
jun,f,19,,,,,, ,,, , 
jun,f,16,,,,,, ,,, , 
jun,f,16,,,,,, ,,, , 
jun,f,12,,,,,, ,,, , 
jun,m,13,,,,,, ,,, , 
jun,m,10,,,,,, ,,, , 
jun,m,82,,,,,, ,,, , 
jun,f,75,,,,,,10,,, , 
jun,m,48,,,,,, ,,, , 
jun,f,80,,,,,, ,,,230,230
jun,f,92,,,,,, ,,, , 
jun,m,72,,,,,, ,,, , 
jun,m,68,,,,,, ,,, , 
jun,f,49,,,,,, ,,, , 
jun,m,23,,,,,, ,,, , 
jun,m,28,,,,,, ,,,1025,1025
jun,f,24,,,,,, ,,, , 
jun,f,65,,,,,,1,,, , 
jun,m,60,,,,,, ,,,2000,2000
jun,f,56,,,,,, ,,,1025,1025
jun,f,31,,,,,, ,,,3000,3000
jun,f,28,,,,,, ,,, , 
jun,m,8,,,,,, ,,, , 
jun,f,62,,,,,, ,,, , 
jun,m,65,,,,,, ,,, , 
jun,m,33,,,,,, ,,, , 
jun,f,30,,,,,, ,,, , 
jun,m,6,,,,,, ,,, , 
jun,f,2,,,,,, ,,, , 
jun,f,67,,,,,, ,,, , 
jun,f,42,,,,,, ,,,217,217
jun,m,8,,,,,, ,,, , 
jun,m,44,,,,,, ,,,1780,1780
jun,f,45,,,,,, ,,,1750,1750
jun,m,19,,,,,, ,,,650,650
jun,m,44,,,,,, ,,,3800,3900
jun,f,41,,,,,, ,,, , 
jun,m,11,,,,,, ,,, , 
jun,f,5,,,,,, ,,, , 
jun,m,50,,,,,,8,,, , 
jun,f,45,,,,,, ,,,110,310
jun,m,17,,,,,, ,,, , 
jun,m,14,,,,,, ,,, , 
jun,f,31,,,,,, ,,,1100,1100
jun,m,34,,,,,, ,,,1200,1200
jun,f,12,,,,,, ,,, , 
jun,m,54,,,,,, ,,,866,866
jun,f,50,,,,,, ,,, , 
jun,f,61,,,,,, ,,, , 
jun,m,79,,,,,, ,,, , 
jun,m,21,,,,,, ,,, , 
jun,f,73,,,,,,1,,, , 
jun,f,71,,,,,, ,,,1590,1590
jun,f,68,,,,,, ,,, , 
jun,f,57,,,,,, ,,,7000,7000
jun,m,25,,,,,, ,,,2000,2000
jun,m,54,,,,,, ,,, , 
jun,f,51,,,,,, ,,, , 
jun,m,15,,,,,, ,,, , 
jun,f,45,,,,,, ,,,3000,3000
jun,f,51,,,,,, ,,, , 
jun,m,18,,,,,, ,,, , 
jun,f,91,,,,,, ,,, , 
jun,m,57,,,,,, ,,, , 
jun,m,42,,,,,, ,,,1050,1050
jun,f,42,,,,,, ,,,1212,1452
jun,f,6,,,,,, ,,, , 
jun,f,43,,,,,, ,,, , 
jun,f,14,,,,,, ,,, , 
jun,f,66,,,,,, ,,, , 
jun,f,74,,,,,, ,,, , 
jun,f,50,,,,,, ,,,2286,2286
jun,f,43,,,,,, ,,,1025,1025
jun,m,83,,,,,, ,,, , 
jun,m,54,,,,,, ,,,1975,3475
jun,f,42,,,,,, ,,, , 
jun,m,15,,,,,, ,,, , 
jun,f,12,,,,,, ,,, , 
jun,f,76,,,,,, ,,, , 
jun,f,75,,,,,, ,,, , 
jun,m,43,,,,,, ,,, , 
jun,m,25,,,,,, ,,, , 
jun,f,59,,,,,, ,,, , 
jun,f,21,,,,,, ,,,2000,2120
jun,f,23,,,,,, ,,,5900,5900
jun,f,56,,,,,, ,,,250,250
jun,m,75,,,,,, ,,, , 
jun,m,30,,,,,, ,,,2500,2500
jun,f,21,,,,,, ,,, , 
jun,f,63,,,,,, ,,,600,600
jun,f,55,,,,,, ,,,1134,1134
jun,m,84,,,,,, ,,, , 
jun,m,50,,,,,, ,,,500,800
jun,m,41,,,,,, ,,,800,800
jun,m,75,,,,,, ,,,1000,1000
jun,f,76,,,,,, ,,, , 
jun,f,98,,,,,, ,,, , 
jun,f,46,,,,,, ,,,4400,4400
jun,m,46,,,,,, ,,, , 
jun,m,25,,,,,, ,,,200,200
jun,f,19,,,,,, ,,, , 
jun,m,26,,,,,, ,,,820,820
jun,f,70,,,,,, ,,, , 
jun,m,36,,,,,, ,,,1950,1950
jun,f,34,,,,,, ,,, , 
jun,m,5,,,,,, ,,, , 
jun,f,5,,,,,, ,,, , 
jun,m,46,,,,,, ,,, , 
jun,f,39,,,,,, ,,,600,600
jun,m,17,,,,,, ,,,790,790
jun,f,9,,,,,, ,,, , 
jun,m,44,,,,,, ,,,4000,6500
jun,f,44,,,,,, ,,,3800,4600
jun,f,20,,,,,, ,,, , 
jun,m,68,,,,,, ,,,500,500
jun,f,62,,,,,, ,,, , 
jun,m,44,,,,,, ,,,1400,1400
jun,f,47,,,,,, ,,, , 
jun,m,19,,,,,, ,,,433,606
jun,m,11,,,,,, ,,, , 
jun,f,9,,,,,, ,,, , 
jun,m,20,,,,,, ,,,1200,1200
jun,m,48,,,,,, ,,,5100,5100
jun,f,37,,,,,, ,,,3500,3500
jun,m,48,,,,,, ,,,1300,1300
jun,f,42,,,,,, ,,,910,910
jun,m,23,,,,,, ,,,2000,2000
jun,m,11,,,,,, ,,, , 
jun,f,5,,,,,, ,,, , 
jun,m,72,,,,,, ,,, , 
jun,f,51,,,,,, ,,,1659,1659
jun,m,24,,,,,, ,,, , 
jun,f,17,,,,,, ,,, , 
jun,m,55,,,,,, ,,,1550,1550
jun,f,51,,,,,, ,,, , 
jun,m,33,,,,,, ,,,1500,1500
jun,f,15,,,,,, ,,, , 
jun,f,30,,,,,, ,,,520,520
jun,m,34,,,,,, ,,,1688,1688
jun,f,5,,,,,, ,,, , 
jun,f,3,,,,,, ,,, , 
jun,m,31,,,,,, ,,,1299,1299
jun,m,26,,,,,, ,,,1450,1450
jun,f,23,,,,,, ,,, , 
jun,m,3,,,,,, ,,, , 
jun,f,1,,,,,, ,,, , 
jun,m,30,,,,,, ,,,1465,1465
jun,f,44,,,,,, ,,,1150,1150
jun,f,11,,,,,, ,,, , 
jun,f,8,,,,,, ,,, , 
jun,f,27,,,,,, ,,,509,509
jun,m,11,,,,,, ,,, , 
jun,m,6,,,,,, ,,, , 
jun,m,6,,,,,, ,,, , 
jun,f,21,,,,,, ,,, , 
jun,f,5,,,,,, ,,, , 
jun,f,76,,,,,, ,,, , 
jun,f,68,,,,,, ,,, , 
jun,f,52,,,,,, ,,, , 
jun,m,59,,,,,, ,,,1700,1700
jun,m,20,,,,,, ,,, , 
jun,f,15,,,,,, ,,, , 
jun,m,57,,,,,, ,,, , 
jun,f,47,,,,,, ,,,990,990
jun,m,21,,,,,, ,,, , 
jun,m,19,,,,,, ,,,693,693
jun,m,13,,,,,, ,,, , 
jun,f,11,,,,,, ,,, , 
jun,m,65,,,,,, ,,,3000,3000
jun,f,67,,,,,, ,,, , 
jun,m,34,,,,,, ,,, , 
jun,f,14,,,,,, ,,, , 
jun,f,12,,,,,, ,,, , 
jun,m,7,,,,,, ,,, , 
jun,m,64,,,,,, ,,, , 
jun,m,68,,,,,, ,,, , 
jun,f,65,,,,,, ,,,1000,1000
jun,m,45,,,,,, ,,, , 
jun,m,22,,,,,, ,,, , 
jun,m,70,,,,,, ,,, , 
jun,m,52,,,,,, ,,,1249,1249
jun,m,77,,,,,, ,,, , 
jun,f,57,,,,,, ,,,350,350
jun,f,23,,,,,, ,,, , 
jun,f,83,,,,,, ,,, , 
jun,f,50,,,,,,8,,, , 
jun,m,53,,,,,, ,,,1500,1500
jun,m,18,,,,,, ,,, , 
jun,m,10,,,,,, ,,, , 
jun,m,43,,,,,, ,,, , 
jun,f,37,,,,,, ,,,300,300
jun,f,17,,,,,, ,,, , 
jun,m,11,,,,,, ,,, , 
jun,f,70,,,,,, ,,, , 
jun,m,54,,,,,, ,,,1200,1200
jun,m,84,,,,,, ,,, , 
jun,f,73,,,,,, ,,, , 
jun,f,39,,,,,, ,,,2000,2000
jun,f,3,,,,,, ,,, , 
jun,f,70,,,,,, ,,,350,350
jun,f,39,,,,,, ,,, , 
jun,m,44,,,,,, ,,, , 
jun,m,16,,,,,, ,,, , 
jun,f,11,,,,,, ,,, , 
jun,m,3,,,,,, ,,, , 
jun,m,76,,,,,, ,,, , 
jun,m,72,,,,,, ,,,500,500
jun,m,41,,,,,, ,,, , 
jun,f,36,,,,,, ,,, , 
jun,f,17,,,,,, ,,, , 
jun,m,15,,,,,, ,,, , 
jun,f,11,,,,,, ,,, , 
jun,m,9,,,,,, ,,, , 
jun,m,6,,,,,, ,,, , 
jun,f,27,,,,,, ,,,3000,4500
jun,m,76,,,,,, ,,, , 
jun,f,74,,,,,, ,,, , 
jun,f,73,,,,,, ,,, , 
jun,m,38,,,,,,1,,, , 
jun,f,37,,,,,, ,,,1200,1200
jun,f,19,,,,,, ,,, , 
jun,m,10,,,,,, ,,, , 
jun,f,53,,,,,, ,,,1150,1150
jun,f,22,,,,,, ,,,1025,1025
jun,m,11,,,,,, ,,, , 
jun,m,67,,,,,, ,,,217,217
jun,f,27,,,,,, ,,, , 
jun,m,34,,,,,, ,,,1200,1200
jun,f,36,,,,,, ,,, , 
jun,f,8,,,,,, ,,, , 
jun,m,1,,,,,, ,,, , 
jun,f,64,,,,,, ,,,1200,1200
jun,f,34,,,,,, ,,, , 
jun,m,34,,,,,, ,,,759,1159
jun,f,3,,,,,, ,,, , 
jun,f,42,,,,,, ,,,1000,1000
jun,m,15,,,,,, ,,, , 
jun,m,8,,,,,, ,,, , 
jun,f,71,,,,,, ,,, , 
jun,f,44,,,,,, ,,,1320,1320
jun,m,24,,,,,, ,,,1050,1050
jun,f,14,,,,,, ,,, , 
jun,m,12,,,,,, ,,, , 
jun,m,42,,,,,, ,,,346,346
jun,f,41,,,,,, ,,,1200,1200
jun,f,15,,,,,, ,,, , 
jun,f,5,,,,,, ,,, , 
jun,m,38,,,,,, ,,,1949,1949
jun,f,35,,,,,, ,,,100,100
jun,m,18,,,,,,3,,, , 
jun,f,16,,,,,, ,,, , 
jun,m,13,,,,,, ,,, , 
jun,m,3,,,,,, ,,, , 
jun,m,46,,,,,, ,,,750,1550
jun,m,24,,,,,,1,,, , 
jun,m,20,,,,,, ,,,1100,1100
jun,m,59,,,,,,2,,, , 
jun,f,57,,,,,, ,,, , 
jun,f,32,,,,,, ,,, , 
jun,m,28,,,,,, ,,, , 
jun,m,23,,,,,, ,,, , 
jun,f,22,,,,,, ,,, , 
jun,m,72,,,,,, ,,,275,275
jun,f,70,,,,,, ,,,600,600
jun,m,29,,,,,, ,,,1400,1400
jun,f,42,,,,,, ,,, , 
jun,f,23,,,,,, ,,, , 
jun,m,31,,,,,, ,,,1299,1299
jun,m,4,,,,,, ,,, , 
jun,f,70,,,,,, ,,, , 
jun,f,69,,,,,, ,,,990,990
jun,m,71,,,,,, ,,,693,693
jun,f,67,,,,,, ,,, , 
jun,f,39,,,,,, ,,,1000,1000
jun,m,38,,,,,, ,,,5775,5775
jun,m,16,,,,,, ,,, , 
jun,f,10,,,,,, ,,, , 
jun,m,4,,,,,, ,,, , 
jun,m,34,,,,,,2,,, , 
jun,f,41,,,,,, ,,,3050,3050
jun,m,5,,,,,, ,,, , 
jun,m,50,,,,,, ,,,1600,1600
jun,f,43,,,,,, ,,,1070,1070
jun,m,22,,,,,, ,,,30,30
jun,f,13,,,,,, ,,, , 
jun,m,49,,,,,, ,,,195,195
jun,f,57,,,,,, ,,,346,421
jun,m,59,,,,,, ,,,800,800
jun,m,35,,,,,, ,,,1310,1310
jun,m,37,,,,,,1,,, , 
jun,f,37,,,,,, ,,, , 
jun,f,16,,,,,, ,,, , 
jun,m,5,,,,,, ,,, , 
jun,f, ,,,,,, ,,, , 
jun,m,54,,,,,, ,,, , 
jun,f,52,,,,,, ,,,133,133
jun,m,24,,,,,, ,,,1025,1025
jun,f,58,,,,,, ,,, , 
jun,m,58,,,,,,2,,, , 
jun,m,35,,,,,, ,,,1516,1516
jun,m,40,,,,,, ,,,346,346
jun,m,15,,,,,, ,,, , 
jun,f,46,,,,,, ,,,720,720
jun,f,73,,,,,,2,,, , 
jun,m,23,,,,,, ,,,1400,1400
jun,m,31,,,,,, ,,,1630,1630
jun,m,78,,,,,, ,,, , 
jun,f,74,,,,,, ,,,1551,1551
jun,m,52,,,,,, ,,, , 
jun,f,51,,,,,, ,,, , 
jun,m,31,,,,,, ,,, , 
jun,m,22,,,,,, ,,,600,600
jun,m,61,,,,,, ,,, , 
jun,f,55,,,,,, ,,,1600,1600
jun,m,17,,,,,, ,,, , 
jun,f,30,,,,,, ,,,1700,1700
jun,m,9,,,,,, ,,, , 
jun,m,8,,,,,, ,,, , 
jun,m,72,,,,,, ,,,585,585
jun,m,66,,,,,, ,,,217,217
jun,m,71,,,,,, ,,, , 
jun,f,71,,,,,, ,,, , 
jun,m,44,,,,,, ,,,1085,1085
jun,f,19,,,,,,4,,, , 
jun,f,46,,,,,, ,,,150,150
jun,f,14,,,,,, ,,, , 
jun,m,64,,,,,, ,,, , 
jun,m,61,,,,,, ,,,4000,4000
jun,f,62,,,,,, ,,, , 
jun,f,39,,,,,, ,,,1150,1650
jun,f,25,,,,,, ,,,1732,1732
jun,m,40,,,,,, ,,,1200,1200
jun,f,34,,,,,, ,,,1200,1200
jun,m,12,,,,,, ,,, , 
jun,f, ,,,,,, ,,, , 
jun,f,67,,,,,, ,,, , 
jun,f,69,,,,,, ,,, , 
jun,m,8,,,,,, ,,, , 
jun,m,47,,,,,, ,,,2390,2390
jun,f,42,,,,,, ,,, , 
jun,m,23,,,,,, ,,, , 
jun,m,20,,,,,, ,,, , 
jun,m,8,,,,,, ,,, , 
jun,m,34,,,,,, ,,,3900,3900
jun,f,30,,,,,, ,,,670,670
jun,m,10,,,,,, ,,, , 
jun,f,5,,,,,, ,,, , 
jun,f,66,,,,,, ,,,32,32
jun,f,44,,,,,, ,,,533,533
jun,m,44,,,,,, ,,,1778,1778
jun,f,18,,,,,, ,,,1455,1965
jun,f,9,,,,,, ,,, , 
jun,m,59,,,,,, ,,,2900,2900
jun,f,58,,,,,,2,,, , 
jun,m,75,,,,,, ,,, , 
jun,f,70,,,,,, ,,,1399,1399
jun,f,46,,,,,, ,,, , 
jun,f,25,,,,,, ,,,1025,1025
jun,f,17,,,,,, ,,, , 
jun,m,12,,,,,, ,,, , 
jun,m,23,,,,,, ,,,2425,2425
jun,f,23,,,,,, ,,,1212,1212
jun,f,2,,,,,, ,,, , 
jun,f,60,,,,,, ,,, , 
jun,m,41,,,,,, ,,,1800,2800
jun,f,40,,,,,, ,,,442,542
jun,m,5,,,,,, ,,, , 
jun,f,74,,,,,, ,,, , 
jun,m,82,,,,,,1,,, , 
jun,m,44,,,,,, ,,, , 
jun,m,18,,,,,, ,,, , 
jun,f,43,,,,,, ,,,1150,1150
jun,m,7,,,,,, ,,, , 
jun,f,47,,,,,, ,,,1041,1041
jun,m,27,,,,,, ,,, , 
jun,f,21,,,,,, ,,,231,231
jun,f,29,,,,,, ,,,1000,1200
jun,m,11,,,,,, ,,, , 
jun,m,3,,,,,, ,,, , 
jun,f,56,,,,,, ,,,1230,1230
jun,m,26,,,,,, ,,,1200,1200
jun,f,36,,,,,, ,,,550,550
jun,m,8,,,,,, ,,, , 
jun,f, ,,,,,, ,,, , 
jun,f,46,,,,,, ,,,530,530
jun,m,24,,,,,, ,,, , 
jun,m,17,,,,,, ,,, , 
jun,f,12,,,,,, ,,, , 
jun,m,46,,,,,, ,,,1299,1299
jun,f,45,,,,,, ,,,866,1066
jun,m,25,,,,,, ,,,1865,2865
jun,m,19,,,,,, ,,,1299,2469
jun,m,11,,,,,, ,,, , 
jun,m,53,,,,,, ,,, , 
jun,f,55,,,,,, ,,,930,930
jun,f,31,,,,,, ,,, , 
jun,m,32,,,,,, ,,,1451,1451
jun,m,12,,,,,, ,,, , 
jun,f,10,,,,,, ,,, , 
jun,m,4,,,,,, ,,, , 
jun,m,27,,,,,, ,,,2830,2830
jun,f,77,,,,,, ,,, , 
jun,m,83,,,,,, ,,, , 
jun,m,64,,,,,, ,,, , 
jun,f,59,,,,,, ,,,2700,2700
jun,m,62,,,,,, ,,, , 
jun,m,61,,,,,, ,,,217,217
jun,m,72,,,,,, ,,,1630,1630
jun,f,67,,,,,, ,,, , 
jun,m,43,,,,,, ,,,1720,1720
jun,f,74,,,,,, ,,,217,217
jun,m,52,,,,,, ,,,500,500
jun,m,34,,,,,, ,,,1500,1620
jun,f,34,,,,,, ,,, , 
jun,f,5,,,,,, ,,, , 
jun,f,83,,,,,, ,,, , 
jun,f,55,,,,,, ,,,1200,1200
jun,m,65,,,,,, ,,,3150,3150
jun,f,57,,,,,, ,,, , 
jun,m,69,,,,,, ,,,1500,1500
jun,m,24,,,,,, ,,, , 
jun,m,62,,,,,, ,,,2200,2200
jun,m,32,,,,,, ,,, , 
jun,m,29,,,,,, ,,,1300,1300
jun,f,29,,,,,, ,,, , 
jun,m,9,,,,,, ,,, , 
jun,m,51,,,,,, ,,, , 
jun,f,35,,,,,, ,,, , 
jun,f,15,,,,,, ,,, , 
jun,m,12,,,,,, ,,, , 
jun,m,9,,,,,, ,,, , 
jun,m,81,,,,,, ,,, , 
jun,f,77,,,,,, ,,, , 
jun,f,51,,,,,, ,,,1500,1500
jun,f,53,,,,,, ,,,4320,4320
jun,f,26,,,,,, ,,,900,1500
jun,m,70,,,,,, ,,,260,260
jun,f,65,,,,,, ,,,1025,1025
jun,m,42,,,,,, ,,,1199,1199
jun,m,71,,,,,, ,,, , 
jun,f,73,,,,,, ,,, , 
jun,m,54,,,,,, ,,, , 
jun,m,47,,,,,, ,,,1048,1048
jun,m,56,,,,,, ,,,2700,2700
jun,m,44,,,,,, ,,,1600,1600
jun,m,18,,,,,, ,,,1510,1510
jun,m,14,,,,,, ,,, , 
jun,f,29,,,,,, ,,, , 
jun,f,11,,,,,, ,,, , 
jun,m, ,,,,,, ,,, , 
jun,f,55,,,,,, ,,,2830,2930
jun,m,13,,,,,, ,,, , 
jun,f,53,,,,,, ,,,1620,1620
jun,m,41,,,,,, ,,,1339,1339
jun,m,72,,,,,, ,,, , 
jun,f,69,,,,,, ,,, , 
jun,m,47,,,,,, ,,,5000,5000
jun,f,45,,,,,,1,,, , 
jun,m,11,,,,,, ,,, , 
jun,m,56,,,,,, ,,, , 
jun,m,53,,,,,, ,,,6000,6000
jun,f,49,,,,,, ,,,3000,3000
jun,f,46,,,,,, ,,,4000,4000
jun,m,6,,,,,, ,,, , 
jun,f,8,,,,,, ,,, , 
jun,m,62,,,,,, ,,,6000,6000
jun,f,54,,,,,, ,,,930,930
jun,f,21,,,,,, ,,,1300,1300
jun,f,21,,,,,, ,,,866,866
jun,f,51,,,,,, ,,,800,1385
jun,f,46,,,,,, ,,,2100,3900
jun,m,67,,,,,, ,,,5000,5000
jun,m,19,,,,,, ,,, , 
jun,m,17,,,,,, ,,, , 
jun,m,16,,,,,, ,,, , 
jun,m,2,,,,,, ,,, , 
jun,f,68,,,,,,4,,, , 
jun,m,18,,,,,, ,,, , 
jun,m,47,,,,,, ,,,4000,4000
jun,f,50,,,,,, ,,,185,185
jun,f,22,,,,,, ,,, , 
jun,m,18,,,,,, ,,, , 
jun,m,14,,,,,, ,,, , 
jun,m,45,,,,,, ,,, , 
jun,f,41,,,,,, ,,, , 
jun,f,15,,,,,, ,,, , 
jun,f,12,,,,,, ,,, , 
jun,f,5,,,,,, ,,, , 
jun,f,73,,,,,, ,,, , 
jun,f,74,,,,,, ,,, , 
jun,m,57,,,,,, ,,,1025,1025
jun,f,55,,,,,, ,,,3100,3100
jun,m,53,,,,,, ,,,3500,3500
jun,f,69,,,,,, ,,,3800,3800
jun,f,39,,,,,, ,,,900,900
jun,f,9,,,,,, ,,, , 
jun,m,6,,,,,, ,,, , 
jun,f,20,,,,,,4,,, , 
jun,m,61,,,,,, ,,, , 
jun,f,63,,,,,, ,,, , 
jun,m,57,,,,,, ,,,5000,5000
jun,f,55,,,,,, ,,, , 
jun,m,30,,,,,, ,,, , 
jun,m,18,,,,,, ,,, , 
jun,m,43,,,,,, ,,,15000,15000
jun,f,38,,,,,, ,,,5000,5000
jun,m,8,,,,,, ,,, , 
jun,m,6,,,,,, ,,, , 
jun,f,82,,,,,, ,,, , 
jun,m,83,,,,,, ,,, , 
jun,f,76,,,,,, ,,, , 
jun,m,52,,,,,, ,,, , 
jun,m,55,,,,,, ,,, , 
jun,f,50,,,,,, ,,,2120,2120
jun,m,22,,,,,, ,,, , 
jun,f,16,,,,,, ,,, , 
jun,m,43,,,,,, ,,, , 
jun,f,76,,,,,, ,,, , 
jun,f,76,,,,,, ,,, , 
jun,m,45,,,,,, ,,,3156,3156
jun,f,39,,,,,, ,,, , 
jun,m,13,,,,,, ,,, , 
jun,f,12,,,,,, ,,, , 
jun,f,24,,,,,, ,,,1500,1500
jun,m,17,,,,,, ,,, , 
jun,m,67,,,,,, ,,, , 
jun,m,57,,,,,, ,,, , 
jun,m,73,,,,,, ,,, , 
jun,f,70,,,,,, ,,, , 
jun,m,43,,,,,, ,,,1100,1100
jun,m,42,,,,,, ,,,3000,3000
jun,f,40,,,,,, ,,,1025,1025
jun,m,14,,,,,, ,,, , 
jun,f,10,,,,,, ,,, , 
jun,m,54,,,,,, ,,, , 
jun,m,25,,,,,, ,,,3000,5500
jun,f,20,,,,,, ,,, , 
jun,m,58,,,,,, ,,,2000,2000
jun,f,50,,,,,, ,,, , 
jun,f,18,,,,,, ,,, , 
jun,f,15,,,,,, ,,, , 
jun,f,62,,,,,, ,,,2500,2500
jun,m,18,,,,,, ,,, , 
jun,f,55,,,,,, ,,,615,815
jun,m,25,,,,,, ,,, , 
jun,m,57,,,,,, ,,, , 
jun,f,56,,,,,, ,,,3846,3846
jun,f,25,,,,,, ,,, , 
jun,f,17,,,,,, ,,, , 
jun,f,59,,,,,, ,,,5000,5000
jun,f,28,,,,,, ,,, , 
jun,m,38,,,,,, ,,, , 
jun,f,51,,,,,, ,,, , 
jun,f,10,,,,,, ,,, , 
jun,f,7,,,,,, ,,, , 
jun,f,61,,,,,, ,,, , 
jun,m,30,,,,,, ,,,1200,1200
jun,f,29,,,,,, ,,,1200,1200
jun,m, ,,,,,, ,,, , 
jun,m,87,,,,,, ,,, , 
jun,m,60,,,,,, ,,, , 
jun,f,54,,,,,, ,,, , 
jun,m,16,,,,,, ,,, , 
jun,m,59,,,,,, ,,,2500,2500
jun,m,36,,,,,, ,,,2500,2500
jun,f,60,,,,,, ,,,1250,1540
jun,f,20,,,,,, ,,, , 
jun,f,32,,,,,, ,,,2130,2130
jun,m,4,,,,,, ,,, , 
jun,f,56,,,,,, ,,,1400,1840
jun,f,18,,,,,, ,,, , 
jun,m,44,,,,,, ,,,500,500
jun,f,43,,,,,, ,,, , 
jun,m,11,,,,,, ,,, , 
jun,m,3,,,,,, ,,, , 
jun,m,62,,,,,, ,,, , 
jun,f,45,,,,,, ,,,433,850
jun,f,22,,,,,, ,,,500,500
jun,f,20,,,,,, ,,,918,918
jun,f,12,,,,,, ,,, , 
jun,m,9,,,,,, ,,, , 
jun,m,56,,,,,, ,,,1125,1125
jun,f,19,,,,,,3,,, , 
jun,m,34,,,,,, ,,,650,650
jun,f,31,,,,,, ,,,1025,1025
jun,m,34,,,,,, ,,,1600,1600
jun,m,8,,,,,, ,,, , 
jun,f,42,,,,,, ,,,1301,1401
jun,m,31,,,,,, ,,, , 
jun,m,17,,,,,,1,,, , 
jun,f,12,,,,,, ,,, , 
jun,f,37,,,,,, ,,,3035,3035
jun,m,38,,,,,, ,,, , 
jun,m,17,,,,,, ,,, , 
jun,m,12,,,,,, ,,, , 
jun,m,3,,,,,, ,,, , 
jun,f, ,,,,,, ,,, , 
jun,m,41,,,,,, ,,,2598,2598
jun,m,16,,,,,, ,,, , 
jun,m,14,,,,,, ,,, , 
jun,m,67,,,,,, ,,,1800,2800
jun,f,43,,,,,, ,,,866,866
jun,m,57,,,,,, ,,,2160,2160
jun,f,47,,,,,, ,,, , 
jun,f,17,,,,,, ,,, , 
jun,m,11,,,,,, ,,, , 
jun,m,4,,,,,, ,,, , 
jun,f,48,,,,,, ,,,194,194
jun,m,14,,,,,, ,,, , 
jun,f,5,,,,,, ,,, , 
jun,f,41,,,,,, ,,,75,75
jun,f,14,,,,,, ,,, , 
jun,m,6,,,,,, ,,, , 
jun,f,39,,,,,, ,,,152,152
jun,f,19,,,,,, ,,,1083,1083
jun,m,7,,,,,, ,,, , 
jun,f,62,,,,,, ,,, , 
jun,f,64,,,,,, ,,, , 
jun,m,71,,,,,, ,,, , 
jun,m,43,,,,,, ,,, , 
jun,m,18,,,,,, ,,, , 
jun,m,15,,,,,, ,,, , 
jun,f,24,,,,,, ,,, , 
jun,m,2,,,,,, ,,, , 
jun,m,77,,,,,, ,,,396,396
jun,f,45,,,,,, ,,,1500,1500
jun,m,47,,,,,, ,,,1025,1075
jun,m,24,,,,,, ,,,2600,2600
jun,f,16,,,,,, ,,, , 
jun,m,52,,,,,, ,,,2516,2516
jun,f,49,,,,,, ,,, , 
jun,f,28,,,,,, ,,,1025,1025
jun,m,24,,,,,, ,,,1550,1550
jun,m,35,,,,,, ,,,3000,3000
jun,f,32,,,,,, ,,, , 
jun,f,11,,,,,, ,,, , 
jun,m,6,,,,,, ,,, , 
jun,m,22,,,,,, ,,,1732,1732
jun,f,20,,,,,, ,,,779,779
jun,m,58,,,,,, ,,,472,472
jun,f,67,,,,,, ,,, , 
jun,f,27,,,,,, ,,, , 
jun,f,2,,,,,, ,,, , 
jun,f,40,,,,,, ,,,1100,1100
jun,m,20,,,,,, ,,,1299,1299
jun,m,17,,,,,, ,,, , 
jun,f,13,,,,,, ,,, , 
jun,f,81,,,,,, ,,, , 
jun,m,30,,,,,, ,,,3450,3450
jun,f,37,,,,,, ,,,1200,1365
jun,m,17,,,,,, ,,, , 
jun,m,67,,,,,, ,,,723,723
jun,f,57,,,,,,2,,, , 
jun,f,37,,,,,, ,,, , 
jun,f,73,,,,,, ,,,500,500
jun,m,67,,,,,, ,,, , 
jun,f,29,,,,,, ,,,1300,1300
jun,m,8,,,,,, ,,, , 
jun,f,42,,,,,, ,,,163,163
jun,m,43,,,,,, ,,,1500,1500
jun,f,22,,,,,, ,,,1500,1750
